Ses01F_impro01_F000,EXCUSE ME,EXCUSE,EXCUSE ME OH,EXCUSE ME AND,OH EXCUSE ME,BUT EXCUSE ME,EXCUSE ME SIR,EXCUSE ME BUT,EXCUSE ME NOW,AND EXCUSE ME
Ses02F_impro07_M028,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW THE STUDENT A MAN THAT IS ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW A STUDENT A MAN THAT IS ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW THE STUDIO A MAN THAT IS ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW A STUDENT A A MAN AND ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW A STUDENT A A MAN THAT IS ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW THE STUDENT A A MAN THAT IS ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW THE STUDIO A A MAN THAT IS ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW THE STUDIO A MAN THAT'S ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW A STUDENT A MAN THAT'S ALSO,LIKE ARE YOU A MAN OR A STUDENT YOU KNOW THE STUDENT IS A MAN AND IS ALSO
Ses02F_impro07_M029,THE EARLY U S A GRADUATE,NOW YOU WILL SEE GRADUATED I AM CERTAIN,NOW YOU WILL SEE GRADUATING I AM CERTAIN,NOW YOU WILL SEE GRADUATED I AM SORRY,IN HILLY U S A GRADUATE,IN ITALY YOU WILL SEE GRADUATED I AM CERTAIN,IN ITALY YOU WILL SEE GRADUATED I AM SORRY,NOW YOU WILL SEE GRADUATED I AM CERTAIN THAT,IN THE VALLEY YOU WILL SEE GRADUATED I AM CERTAIN,IN THE VALLEY YOU WILL SEE GRADUATING I AM CERTAIN
Ses02F_impro07_M034,AND YOU'D GET CLOSE TO THE BEE SO MANY YEARS,AND YOU DIDN'T GET CLOSE TO THE BEE SO MANY YEARS,AND YOU DIDN'T GET CLOSE TO THE BEE SO MUCH AS,AND YOU'D GET CLOSE TO THE BEE I'M IN TEARS,AND YOU'D GET CLOSE TO THE BEE I'M IN CHEESE,AND YOU'D GET CLOSE TO THE BEE I'M IN,AND YOU DIDN'T GET CLOSE TO THE BEE SOME INJURIES,AND YOU DIDN'T GET CLOSE TO THE BEE SOME IN SHE IS,AND YOU'D GET CLOSE TO THE BEE I'M IN THESE,AND YOU DIDN'T GET CLOSE TO THE BEE I'M IN TEARS
Ses02F_impro08_F000,HI MY NAME'S SHILOH WELCOME TO YOUR LINE SIX HIGH AND HOW I HELP YOU,HI MY NAME'S SHILOH WELCOME TO YOUR LINE SIX HI AND HOW I HELP YOU,HI MY NAME'S TRAVILLA WELCOME TO YOUR LINE SIX HI AND HOW I HELP YOU,HI MY NAME'S TRAVILLA WELCOME TO YOUR LINE SIX HI AND HOW AM I HELP YOU,HI MY NAME'S SHILOH WELCOME TO YOUR LINE SIX HI AND HOW AM I HELP YOU,HI MY NAME'S SHILOH WELCOME TO YOUR LINE SIX HIGH AND HOW AM I HELP YOU,HI MY NAME'S SHILOH WELCOME TO YOUR LINES'S HI AND HOW I HELP YOU,HI MY NAME'S TRAVILLA WELCOME TO YOUR LINE SIX HI AND HOW MY HELP YOU,HI MY NAME'S SHILOH WELCOME TO YOUR LINE SIX HI AND HOW MY HELP YOU,HI MY NAME'S SHILOH WELCOME TO YOUR LINE SIX HIGH AND HOW MY HELP YOU
Ses02F_impro08_F001,FLAGS SENTINELS,FINE SAMPLES,I HAD SENTINELS,FINE SAMPANNELS,FLAGS AND GUNS,FINE SAMPLES OF,FLAGS AND FLANNELS,FLAGS AND PENNELS,FLAGS AND GUNNELS,FLAGS AND PENNONS
Ses02F_impro08_F002,I COMPLETELY UNDERSTAND THE AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,I COMPLETELY UNDERSTAND THAT AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,I COMPLETELY UNDERSTAND AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,FOR I COMPLETELY UNDERSTAND THE AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,FOR I COMPLETELY UNDERSTAND THAT AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,I CLEARLY UNDERSTAND THAT AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,BUT I COMPLETELY UNDERSTAND THE AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,I CLEARLY UNDERSTAND THE AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,BUT I COMPLETELY UNDERSTAND THAT AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES,I COMPLETELY UNDERSTAND THEIR AUTOMATIC SYSTEMS ARE VERY DIFFICULT SOMETIMES
Ses02F_impro08_F003,HOW MAY HE HOW DO YOU TRY TO BOOK A SPECIFIC FLIGHT,HOW MAY HE HOW DO YOU TRY TO BOOK A SPECIFIC FLY,HOW MAY HE HOW DO YOU TRY TO BOOK A SPECIFIC PLAY,HOW MAY HE HOW DO YOU TRY TO BOOK A SPECIFIC SLEIGH,HOW MAY HE HOW DO YOU FIND A BOOK A SPECIFIC THING,HOW MAY HE HOW DO YOU TRY TO BOOK A SPECIFIC SLAVE,HOW MAY HE HOW DO YOU TRY TO BOOK A SPECIFIC FLAY,HOW MAY HE HOW DO YOU TRY TO BOOK A SPECIFIC THING,HOW MAY HE HOW DO YOU FIND A BOOK A SPECIFIC FLY,HOW MAY HE HOW DO YOU PRETEND TO BOOK A SPECIFIC FLY
Ses02F_impro08_F004,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW OF IT AND YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY AS BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW IT AND YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW AND YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY AS BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW OF IT AND YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW OF IT YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW THAT YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW THAT AND YOU'VE BEEN HAVING A DIFFICULT TIME,OH YES ABSOLUTELY YOU KNOW AND ESPECIALLY BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW I'VE BEEN HAVING A DIFFICULT TIME
Ses02F_impro08_F005,I WON'T GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH A IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WOULDN'T DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WOULDN'T DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH A IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WOULDN'T DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH A IS USUALLY ONLY FOR VALUE CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WOULDN'T DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH IS USUALLY ONLY FOR VALUE CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WOULDN'T DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH M IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WOULDN'T DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH AM IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WON'T GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH I'M IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WOULDN'T DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH ER IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS,I WOULDN'T DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TO DAY WHICH AH IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE A RECORD OF HAVING PREVIOUS
Ses02F_impro08_F006,A LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY AH JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,AND LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY AH JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,A LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,AND LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,M LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY AH JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,EM LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY AH JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,OH LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY AH JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,A LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY AND JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,AM LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY AH JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE,SOME LOTS OF PURCHASES BUT WE'RE GOING TO GO AHEAD AND GIVE THAT TO YOU ANYWAY AH JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE
Ses02F_impro08_F007,IS THAT ALL RIGHT,IS THAT ALL RIGHT YOU,IS ALL RIGHT,IS ALL RIGHT YOU,IT'S ALL RIGHT YOU,IS IT ALL RIGHT,IT'S ALL RIGHT,IS NOT ALL RIGHT,IS IT ALL RIGHT YOU,THAT'S ALL RIGHT YOU
Ses02F_impro08_F008,I CAN DO THAT RIGHT NOW FOR YOU KNOW ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT NOW BEFORE YOU KNOW ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT NOW FOR YOU KNOW I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT NOW FOR YOU NO ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT NOW FOR YOU YOU KNOW ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT NOW FOR YOU NOW ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT NOW FOR YOU TO KNOW ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT NOW FOR I KNOW ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT ENOUGH FOR YOU KNOW ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END,I CAN DO THAT RIGHT NOW WHERE YOU KNOW ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END
Ses02F_impro08_F009,ALL I'M TO NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SO,ALL I'M IN NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SO,ALL I'M GOING TO NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SO,ALL I'M GETTING TO NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SO,ALL I'M PINIONED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SO,ALL I'M BEGINNING TO NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SO,ALL I'M GOIN TO NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SO,ALL I'M IN NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SIR,ALL I'M TO NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT SIR,ALL I'M IN NEED IS YOUR CRITICAL NUMBER BUT JUST GIVE ME ONE MOMENT
Ses02F_impro08_F010,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO A WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T YOU,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO A WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T WE,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO EM WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T YOU,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO OH WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T YOU,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO COME WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T YOU,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO ER WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T YOU,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO M WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T YOU,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO A WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKING CARE OF BY THE TIME THAT YOU GET THERE WON'T YOU,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO OH WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T WE,AH YOU'RE SCHEDULING A FLIGHT AS WELL AND YOU WOULD LIKE TO EM WE'VE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH THAT SO THAT EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY THE TIME THAT YOU GET THERE WON'T WE
Ses02F_impro08_F011,ABSORBING WHEN WE ARE WE,ABSORBING WHEN WE ARE WE ARE,THE FORBIDDING WERE WE AND WE ARE,AND FORBIDDING WHEN WE ARE,EXHIBITING WHEN WE ARE WE ARE,AND FORBIDDING WHAT WE AND WE ARE,AS FORBIDDING WHEN WE ARE,AND FORBIDDING WAS WE AND WE ARE,AND FORBIDDING WHEN WE ARE WE,AS FORBIDDING AS WE AND WE ARE
Ses02F_impro08_F012,YES I COMPLETELY UNDERSTAND ACTUALLY ARE OUR AIR LINE ONLY USES AT FIVE STAR HOTELS AND ABOVE EXCEPT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY ARE OUR AIRLINE ONLY USES AT FIVE STAR HOTELS AND ABOVE EXCEPT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY OUR AIR LINE ONLY USES AT FIVE STAR HOTELS AND ABOVE EXCEPT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY OUR AIRLINE ONLY USES AT FIVE STAR HOTELS AND ABOVE EXCEPT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY ARE OUR AIR LINE ONLY USES A FIVE STAR HOTELS AND ABOVE EXCEPT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY ARE OUR AIR LINE ONLY USES AT FIVE STAR HOTELS AND ABOVE THAT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY ARE OUR AIR LINE ONLY USES AT FIVE STAR HOTELS AND ABOVE EXCEPT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WE WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY ARE OUR AIRLINE ONLY USES AT FIVE STAR HOTELS AND ABOVE THAT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY ARE OUR AIRLINE ONLY USES AT FIVE STAR HOTELS AND ABOVE EXCEPT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WE WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES,YES I COMPLETELY UNDERSTAND ACTUALLY I OUR AIRLINE ONLY USES AT FIVE STAR HOTELS AND ABOVE EXCEPT WE CHARGE AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WERE ABLE TO GET A DEAL FROM THE HOTELS THEMSELVES
Ses02F_impro08_F013,SO YOU WILL ABSOLUTELY BE IN A HIGH RATED A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKE AS WELL,SO YOU WILL ABSOLUTELY BE IN A HIGH PRICED A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKE AS WELL,SO YOU WILL ABSOLUTELY BE IN A HIGH RATE AT A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKE AS WELL,SO IT WILL ABSOLUTELY BE IN A HIGH RATED A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKE AS WELL,SO YOU WILL ABSOLUTELY BE IN A HIGH RATED A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKES WELL,SO YOU WILL ABSOLUTELY BE IN A HIGH RATE A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKE AS WELL,SO YOU WILL ABSOLUTELY BE IN A HIGH RATED A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKE WELL,SO YOU WILL PROBABLY BE IN A HIGH RATED A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKE AS WELL,SO YOU WILL ABSOLUTELY BE IN A HIGH RATED A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN THE AREA OF TOWN YOU LIKE AS WELL,SO YOU WILL ABSOLUTELY BE IN A HIGH RATE TO A GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN AN AREA OF TOWN YOU LIKE AS WELL
Ses02F_impro08_F014,AHEM,I AM,THE AHEM,ER AHEM,OH AHEM,HAEM,AHEMS,AND AHEM,ELLEN,AEM
Ses02F_impro08_F015,I CAME WHERE I WAS,AND CAME WHERE I WAS,I CAME WHEN I WAS,IT CAME WHERE I WAS,AND I CAME WHERE I WAS,AND CAME THAT I WAS,IT CAME THAT I WAS,BUT I CAME WHERE I WAS,THEN I CAME WHERE I WAS,I CAME THAT I WAS
Ses02F_impro08_F016,GREAT ARE HOW MANY SEAS,GREAT GOD HOW MANY SEAS,GREAT GOD HOW MANY SEES,GREAT LONG HOW MANY SEAS,GREAT LONG HOW MANY SEES,GREAT LOVE HOW MANY SEAS,GREAT YOU ARE HOW MANY SEAS,GREAT ARE HOW MANY SEES,GREAT LAW HOW MANY SEES,GREAT HEAVEN HOW MANY SEAS
Ses02F_impro08_F017,O GREAT FOUR SEATS I'LL BOOK YOU FOR FOUR SEATS,O KING GREAT FOUR SEATS I'LL BOOK YOU FOR FOUR SEATS,O KING GREAT FOUR SEATS I'LL BOOK YOU FOR FORTY,O KING GREAT FOUR SEATS I'LL GIVE YOU FOR FOUR SEATS,O GREAT FOUR SEATS I'LL PICK YOU FOR FOUR SEATS,O GREAT FOUR SEATS I'LL GIVE YOU FOR FOUR SEATS,O MY GREAT FOUR SEATS I'LL BOOK YOU FOR FOUR SEATS,O KING GREAT FOUR SEATS I'LL GIVE YOU FOR FORTY,O KING GREAT FOUR SEATS I'LL PICK YOU FOR FORTY,OH THE GREAT FOUR SEATS I'LL BOOK YOU FOR FOUR SEATS
Ses02F_impro08_F018,NO NO ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,ARE YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,OH ARE YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,NO ARE YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,OH OH YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,THERE ARE YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,NO NO YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,NO O YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,NOR ARE YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES,THOUGH ARE YOU ABSOLUTELY HOW WOULD YOU LIKE WINDOW SEATS OR AISLES
Ses02F_impro08_F019,O KATE I COULD DO I A WENT TOO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAYBE,O KATE I COULD DO I A WENT TOO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT TO EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAYBE,O KATE I COULD DO I A WENT TO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT TO EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAYBE,OH KATE I COULD DO I A WENT TOO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT TO EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAYBE,O KATE I COULD DO I A WENT TOO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAVY,O KATE I COULD DO I A WINT TOO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT TO EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAYBE,O KATE I COULD DO I A WENT TOO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT TO EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAVY,O KATE I COULD DO I A WENT TO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT TO EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAVY,OH KATE I COULD DO I A WENT TOO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT TO EACH OTHER SO THAT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAVY,O KATE I COULD DO I A WENT TOO LIKE A WINDOW IN AN AISLE AND A WINDOW IN A AISLE NEXT TO EACH OTHER'S OF IT EACH OF YOU CAN SIT TWO BY TWO AND SWITCH AROUND MAYBE
Ses02F_impro08_F020,I MEAN GREAT WHAT TIME OF THE DAY WAS YOU LIKE,AND IN GREAT WHAT TIME OF THE DAY WAS YOU LIKE,AND A GREAT WHAT TIME OF THE DAY WAS YOU LIKE,I MEAN A GREAT WHAT TIME OF THE DAY WAS YOU LIKE,I MEAN GREAT WHAT TIME OF THE DAY AS YOU LIKE,I MEAN A GREAT WHAT TIME OF THE DAY AS YOU LIKE,AND IN GREAT WHAT TIME OF THE DAY AS YOU LIKE,ONLY A GREAT WHAT TIME OF THE DAY WAS YOU LIKE,AND IN A GREAT WHAT TIME OF THE DAY WAS YOU LIKE,I MEAN GREAT WHAT TIME OF THE DAY WOULD YOU LIKE
